vessel_id,dwt,safety_score,main_engine_fuel_type,FC_me_total,FC_ae_total,FC_ab_total,FC_total,CO2eq,fuel_cost,carbon_cost,monthly_capex,total_monthly,adj_rate,risk_premium,final_cost
10197980,37802,1,DISTILLATE FUEL,90.10401359375,35.958828152749994,0.0,126.0628417465,410.3471561690317,69977.48345348216,32827.772493522534,256504.20833333334,359309.464280338,0.1,35930.94642803381,395240.41070837184
10205890,49948,5,DISTILLATE FUEL,103.65064395351067,22.49277876,105.44548308333333,231.588905796844,753.8450472593058,128555.0016078281,60307.603780744466,388420.6583333334,577283.2637219059,-0.05,-28864.163186095295,548419.1005358106
10213810,49990,3,DISTILLATE FUEL,85.68739244140639,22.919887933333328,100.851822,209.4591023747397,681.9737087059401,116270.74772821802,54557.89669647521,388420.6583333334,559249.3027580266,0.0,0.0,559249.3027580266
10221730,106445,3,DISTILLATE FUEL,120.01409221182645,29.97165451511111,6.24142833333333,156.22717506027087,509.22861428048157,86721.70487595638,40738.28914243852,571637.9500000001,699097.9440183949,0.0,0.0,699097.9440183949
10229650,180517,3,DISTILLATE FUEL,233.54709799575,27.050311045333327,5.760052666666662,266.35746170774996,867.0201736048961,147855.02699397202,69361.61388839169,659582.25,876798.8908823638,0.0,0.0,876798.8908823638
10237570,261046,1,DISTILLATE FUEL,197.3289866296,35.48308608,7.785669333333328,240.5977420429333,783.1697101239514,133555.8066080323,62653.576809916114,659582.25,855791.6334179484,0.1,85579.16334179485,941370.7967597432
10245490,210938,5,DISTILLATE FUEL,177.93707439888752,28.47664684,6.646786666666662,213.06050790555418,693.5777947369298,118269.88793837314,55486.223578954385,659582.25,833338.3615173275,-0.05,-41666.91807586638,791671.4434414611
10253410,181403,1,DISTILLATE FUEL,103.0183708288,30.118691147999993,6.670313999999997,139.8073759768,460.6448173350904,77607.07440472167,36851.58538680723,659582.25,774040.909791529,0.1,77404.0909791529,851445.0007706819
10261330,115483,3,DISTILLATE FUEL,127.68130894098667,24.25807260333333,5.8648345,157.80421604432,514.1407793012323,87597.12032620203,41131.262344098584,571637.9500000001,700366.3326703007,0.0,0.0,700366.3326703007
10269250,250806,1,DISTILLATE FUEL,394.488121622833,75.61817026155555,17.29888266666666,487.40517455105515,1586.6769521857918,270558.61239329074,126934.15617486334,659582.25,1057075.018568154,0.1,105707.5018568154,1162782.5204249693
10277170,49901,2,DISTILLATE FUEL,68.54269951511111,19.086914417999996,95.22644358333334,182.85605751644442,595.2368005785748,101503.39752737831,47618.944046285986,388420.6583333334,537542.9999069977,0.05,26877.149995349886,564420.1499023476
10285080,181480,2,DISTILLATE FUEL,96.525593787034,23.728729488349995,5.715032249999997,125.96935552538399,410.0598875740321,69925.58925214065,32804.79100592257,659582.25,762312.6302580632,0.05,38115.631512903165,800428.2617709663
10293000,179455,3,DISTILLATE FUEL,168.7460203411125,27.771655313499995,5.96539308333333,202.48306873794584,659.4860238020569,112398.35145643374,52758.881904164555,659582.25,824739.4833605983,0.0,0.0,824739.4833605983
10300920,39703,1,DISTILLATE FUEL,60.702125505999994,19.635058751999996,4.732999999999997,85.07018425799998,278.0765420574565,47222.4592816158,22246.12336459652,256504.20833333334,325972.7909795457,0.1,32597.279097954568,358570.07007750025
10308840,64636,4,DISTILLATE FUEL,132.17790999583332,19.968620252777775,4.313770999999999,156.4603012486111,509.29392659435365,86851.11322310401,40743.51412754829,586295.3333333334,713889.9606839856,-0.02,-14277.799213679713,699612.1614703059
10316760,14226,3,DISTILLATE FUEL,48.551782291833334,17.77952775730555,4.36504575,70.6963557991389,230.22424362827806,39243.54710410199,18417.939490262244,256504.20833333334,314165.6949276976,0.0,0.0,314165.6949276976
10324680,181020,3,DISTILLATE FUEL,115.35848718763854,36.68191230316666,9.034713916666663,161.0751134074719,530.0374144974901,89412.79545248764,42402.99315979921,659582.25,791398.0386122868,0.0,0.0,791398.0386122868
10332600,207999,5,DISTILLATE FUEL,146.88299988652085,31.494353253,7.349329166666662,185.72668230618748,604.7557799811925,103096.8813481647,48380.4623984954,659582.25,811059.59374666,-0.05,-40552.979687333005,770506.614059327
10340520,209529,3,DISTILLATE FUEL,91.41922075000001,31.270197933,7.394507999999996,130.08392668300002,431.26310369893474,72209.58770173331,34501.04829591478,659582.25,766292.8859976481,0.0,0.0,766292.8859976481
10348440,50192,2,DISTILLATE FUEL,74.727380853125,21.55804986533333,106.35419133333333,202.63962205179166,660.6864674115941,112485.25420094955,52854.91739292753,388420.6583333334,553760.8299272105,0.05,27688.041496360525,581448.871423571
10356360,180592,3,DISTILLATE FUEL,195.34789024832003,25.910634446666663,6.062141749999995,227.3206664449867,740.0569654845092,126185.70194361212,59204.55723876074,659582.25,844972.5091823728,0.0,0.0,844972.5091823728
10364270,60513,5,DISTILLATE FUEL,75.57310839961194,24.798192155999992,5.360912999999996,105.73221355561192,344.7388181347765,58691.95174472018,27579.10545078212,586295.3333333334,672566.3905288357,-0.05,-33628.31952644179,638938.071002394
10372190,209951,3,DISTILLATE FUEL,235.62583772084446,59.82244911861111,12.181326666666662,307.62961350612227,1003.8274519222449,170765.19845724845,80306.19615377959,659582.25,910653.644611028,0.0,0.0,910653.644611028
10380110,45853,4,DISTILLATE FUEL,103.68249775864,19.68611918555555,93.33282666666666,216.7014436108622,706.184373667508,120290.97134838962,56494.74989340064,388420.6583333334,565206.3795751237,-0.02,-11304.127591502473,553902.2519836212
10388030,115075,5,DISTILLATE FUEL,142.1940111588667,22.990836213888887,5.48318575,170.66803312275556,555.714538961154,94737.82518644162,44457.16311689232,571637.9500000001,710832.9383033339,-0.05,-35541.6469151667,675291.2913881673
10395950,115496,3,DISTILLATE FUEL,129.07840658064,25.170470324999997,5.344589249999999,159.59346615564002,519.4926916832234,88590.33306299576,41559.41533465787,571637.9500000001,701787.6983976536,0.0,0.0,701787.6983976536
10403870,210177,4,DISTILLATE FUEL,112.8651996,27.541425521666664,6.02552133333333,146.43214645499998,477.3599599677056,81284.48449717049,38188.79679741645,659582.25,779055.531294587,-0.02,-15581.110625891739,763474.4206686952
10411790,39983,4,DISTILLATE FUEL,66.41467369193055,23.72409389333333,5.735666666666662,95.87443425193054,314.5023386859535,53219.89845324664,25160.187094876277,256504.20833333334,334884.29388145625,-0.02,-6697.685877629126,328186.6080038271
10419710,180391,4,DISTILLATE FUEL,144.46719300174,32.95011751777777,7.709123583333327,185.12643410285108,608.3890550708702,102763.68357049265,48671.124405669616,659582.25,811017.0579761623,-0.02,-16220.341159523246,794796.7168166391
10427630,207999,4,DISTILLATE FUEL,152.42387688000002,34.586839326,8.154547916666663,195.1652641226667,637.2633563048943,108336.23811449228,50981.068504391544,659582.25,818899.5566188839,-0.02,-16377.991132377678,802521.5654865062
10435550,206118,4,LPG (Propane),183.01810350548573,29.877640808888884,6.718833333333328,219.61457764770793,677.1815570257771,147420.7756809074,54174.52456206217,857456.9249999999,1059052.2252429696,-0.02,-21181.044504859394,1037871.1807381102
10443460,205905,5,LPG (Propane),192.71819966974175,26.361673823611106,5.889435416666664,224.96930891001952,692.5976483010367,151745.38040991384,55407.811864082934,857456.9249999999,1064610.1172739966,-0.05,-53230.50586369983,1011379.6114102968
10451380,39781,5,LPG (Propane),66.93104497095466,19.328094809333333,0.0,86.259139780288,267.12209775877665,57212.63616098894,21369.76782070213,333455.4708333333,412037.87481502444,-0.05,-20601.893740751224,391435.98107427324
10459300,210909,4,LPG (Butane),175.43676025367833,27.950532726666662,6.594793333333328,209.98208631367834,652.6358193550052,139438.0096498025,52210.86554840041,890436.0375000001,1082084.912698203,-0.02,-21641.69825396406,1060443.214444239
10467220,181469,4,LPG (Butane),167.85965860682325,24.71573366036111,5.735545416666663,198.31093768385102,615.9786333399012,131971.30099063544,49278.290667192094,890436.0375000001,1071685.6291578277,-0.02,-21433.712583156554,1050251.9165746712
10475140,49861,4,LPG (Butane),88.63895171750264,20.900274758999995,101.0505405,210.58976697650263,670.0497444086351,128456.89895261897,53603.979552690806,524367.8887500002,706428.76725531,-0.02,-14128.5753451062,692300.1919102038
10483060,61620,5,Methanol,202.28017903958843,20.583046309999997,4.438410999999998,227.30163634958842,369.5145486600576,231259.69134872273,29561.16389280461,762183.9333333332,1023004.7885748605,-0.05,-51150.23942874303,971854.5491461175
10490980,37520,2,Methanol,138.1267480295371,19.43416058333333,0.0,157.56090861287043,259.99962301602477,159218.9059723489,20799.96984128198,333455.4708333333,513474.3466469642,0.05,25673.717332348213,539148.0639793124
10498900,40483,4,Methanol,152.05160068645134,19.80439931633333,4.761020833333329,176.617020836118,296.4995836667537,177030.91482274057,23719.9666933403,504946.8558333334,705697.7373494143,-0.02,-14113.954746988285,691583.782602426
10506820,178854,3,Methanol,450.4777926240001,26.039723017777774,6.120862666666662,482.6383783084445,746.211346937272,501935.77706718555,59696.90775498176,857456.9249999999,1419089.609822167,0.0,0.0,1419089.609822167
10514740,115629,3,Methanol,318.5481737608608,21.724555777999996,5.360612249999999,345.6333417888607,541.8093847007831,357346.84429576376,43344.75077606265,743129.335,1143820.9300718263,0.0,0.0,1143820.9300718263
10522650,115444,3,Methanol,331.37296989311136,23.487933175583326,0.0,354.8609030686947,548.37698795462,369131.54515290377,43870.159036369594,743129.335,1156131.0391892733,0.0,0.0,1156131.0391892733
10530570,60238,4,Methanol,126.69334830320354,27.307162828666662,5.910807333333329,159.91131846520355,289.2135158869137,154583.9673235487,23137.081270953095,762183.9333333332,939904.981927835,-0.02,-18798.0996385567,921106.8822892783
10538490,100309,5,Methanol,226.996332714372,22.959735482305554,0.0,249.95606819667753,398.2147469333867,256675.20830109192,31857.17975467094,743129.335,1031661.7230557628,-0.05,-51583.08615278814,980078.6369029747
10546410,181009,3,Methanol,370.8986353218928,27.4696836645,6.414497833333329,404.7828168197261,638.8215816851043,417376.7826663533,51105.726534808346,857456.9249999999,1325939.4342011616,0.0,0.0,1325939.4342011616
10554330,210102,4,Methanol,294.784714488418,29.034820474,6.387245333333331,330.20678029575134,535.2164602133414,336438.44291890465,42817.316817067316,857456.9249999999,1236712.684735972,-0.02,-24734.25369471944,1211978.4310412526
10562250,180022,4,Methanol,171.31683131739752,27.88798004575,6.680292249999996,205.88510361314752,359.7798187076551,203285.91488504616,28782.38549661241,857456.9249999999,1089525.2253816584,-0.02,-21790.50450763317,1067734.7208740253
10570170,181070,3,Ethanol,277.80343472569405,27.28032512833333,5.57974833333333,310.6635081873607,653.3043144682674,420277.7575135956,52264.345157461394,791498.7000000001,1264040.8026710572,0.0,0.0,1264040.8026710572
10578090,207939,4,Ethanol,176.2760086532319,36.708555571999995,8.662674999999993,221.64723922523189,500.5143893409244,280292.2098134744,40041.15114727395,791498.7000000001,1111832.0609607485,-0.02,-22236.64121921497,1089595.4197415335
10586010,176403,3,Ethanol,315.63544138190247,26.93722086866666,6.264507999999995,348.8371702505691,727.6923989595354,475217.8904628861,58215.39191676283,791498.7000000001,1324931.9823796488,0.0,0.0,1324931.9823796488
10593930,174802,3,Ethanol,254.7275960355196,29.84086112284444,6.55336,291.121817158364,621.1464144539945,388844.20912789495,49691.71315631956,791498.7000000001,1230034.6222842145,0.0,0.0,1230034.6222842145
10601840,182534,4,Ethanol,358.3079488662236,26.610026364,6.048125999999999,390.96610123022367,809.9050500902895,536671.8039764552,64792.40400722316,791498.7000000001,1392962.9079836784,-0.02,-27859.25815967357,1365103.6498240049
10609760,210865,2,Ammonia,408.2570392709715,28.28925383093333,6.806682666666662,443.3529757685715,134.28620352154056,323224.99156742054,10742.896281723244,923415.1499999999,1257383.0378491436,0.05,62869.15189245719,1320252.1897416008
10617680,181214,3,Ammonia,330.4057248230048,26.2612082785,5.371304499999997,362.0382376015048,119.19051805543201,263381.0671116609,9535.241444434561,923415.1499999999,1196331.4585560954,0.0,0.0,1196331.4585560954
10625600,210909,5,Ammonia,343.0253164028307,31.065810107999994,7.329827999999995,381.4209545108307,141.82647928516303,276524.25411745685,11346.118342813043,923415.1499999999,1211285.5224602697,-0.05,-60564.27612301349,1150721.2463372562
10633520,106507,2,Ammonia,264.4255670951052,22.593699266666665,5.171134999999997,292.1904013617718,103.36060736579506,212144.88142018492,8268.848589263605,800293.1299999999,1020706.8600094484,0.05,51035.34300047242,1071742.203009921
10641440,209485,5,Ammonia,319.65739291171644,34.365145633,8.12637466666666,362.1489132113831,154.1449091777434,261412.143244662,12331.59273421947,923415.1499999999,1197158.8859788813,-0.05,-59857.944298944065,1137300.9416799373
10649360,179023,4,Ammonia,444.7833134061712,27.914547411333327,6.571939999999995,479.2698008175045,134.0981657162191,350062.23433622246,10727.85325729753,923415.1499999999,1284205.23759352,-0.02,-25684.1047518704,1258521.1328416495
10657280,206331,3,Ammonia,409.1317070387553,30.461814624999995,7.290937499999995,446.88445916375525,143.07820988042621,325350.54274142144,11446.256790434098,923415.1499999999,1260211.9495318555,0.0,0.0,1260211.9495318555
10665200,179418,4,Ammonia,272.88272748949333,19.687244419369996,4.678755499999998,297.2487274088634,92.79478095895072,216550.31580742533,7423.5824767160575,923415.1499999999,1147389.0482841413,-0.02,-22947.78096568283,1124441.2673184585
10673120,178838,3,Hydrogen,72.33742358273659,26.02815895555555,5.819351333333329,104.18493387162547,103.66683074136222,451703.09445778176,8293.346459308978,725540.4750000002,1185536.915917091,0.0,0.0,1185536.915917091
10681030,114563,4,Hydrogen,58.808830208060016,30.38597707483333,7.012071499999999,96.20687878289336,121.73438791593998,373612.63801225007,9738.751033275199,628801.7450000001,1012153.1340455255,-0.02,-20243.06268091051,991910.071364615
10688950,42650,4,LNG,80.82406388000389,18.732404624999997,4.534645499999999,104.09111400500389,301.0879007500927,71108.8655179903,24087.032060007412,543788.9216666665,638984.8192446642,-0.02,-12779.696384893283,626205.1228597709
10696870,25035,3,LNG,40.743600986306134,35.116233939999994,7.6689,83.52873492630611,255.35982153934407,53085.420560234415,20428.785723147525,359105.89166666666,432620.0979500486,0.0,0.0,432620.0979500486
10704790,63073,3,LNG,110.1006026525275,21.751562572999994,4.708308,136.5604732255275,392.1156145639424,93960.30806489209,31369.249165115394,820813.4666666667,946143.0238966742,0.0,0.0,946143.0238966742
10712710,37052,4,LNG,62.38801352671636,29.686512959999998,4.147523999999997,96.22205048671634,283.6100941407942,63700.64365573178,22688.807531263537,359105.89166666666,445495.342853662,-0.02,-8909.90685707324,436585.4359965887
10720630,179895,4,LNG,119.9499266014768,26.989561854166663,6.053123749999997,152.99261220564347,440.9839983181889,104705.94193193622,35278.71986545512,923415.1499999999,1063399.8117973912,-0.02,-21267.996235947823,1042131.8155614433
10728550,49990,3,LNG,71.67513133313555,17.746948592916663,88.17221625,177.59429617605224,544.3476571377563,110401.82296416064,43547.812571020506,543788.9216666665,697738.5572018477,0.0,0.0,697738.5572018477
10736470,179561,5,LNG,116.79357045456821,21.919756304333333,0.0,138.71332675890153,398.1814167596598,96259.02745182456,31854.513340772784,923415.1499999999,1051528.6907925974,-0.05,-52576.434539629874,998952.2562529675
10744390,49999,4,LNG,180.5515068619792,21.748275280555553,95.69650575,297.9962878925347,884.1194229604714,195190.6828906864,70729.55383683772,543788.9216666665,809709.1583941907,-0.02,-16194.183167883815,793514.9752263069
10752310,207826,2,LNG,151.28834572999585,28.394736307808333,6.17882708333333,185.8619091211375,532.993412230022,128119.39396401975,42639.47297840176,923415.1499999999,1094174.0169424214,0.05,54708.70084712107,1148882.7177895424
10760220,60514,3,LNG,102.35812876144334,27.420081506999995,5.927717249999997,135.70592751844333,393.01901328127525,92209.2157982499,31441.52106250202,820813.4666666667,944464.2035274187,0.0,0.0,944464.2035274187
10768140,180544,4,LNG,139.34016629922377,22.18461347555555,5.40840633333333,166.93318610811264,477.065261950401,115641.80503135534,38165.22095603208,923415.1499999999,1077222.1759873873,-0.02,-21544.443519747747,1055677.7324676395
10776060,261089,4,LNG,174.01311966146423,35.22854322,7.729817749999994,216.97148063146423,626.0132055011235,149135.63233070125,50081.05644008988,923415.1499999999,1122631.838770791,-0.02,-22452.63677541582,1100179.201995375
10783980,64691,5,LNG,80.34698432740682,15.75599435183333,3.7439379999999995,99.84691667924015,286.7705512919646,68674.24116423559,22941.64410335717,820813.4666666667,912429.3519342594,-0.05,-45621.46759671297,866807.8843375464
10791900,179700,5,LNG,154.8063332501389,29.38472588216666,6.915066416666661,191.10612554897222,548.5106896174716,131610.57464518238,43880.85516939773,923415.1499999999,1098906.57981458,-0.05,-54945.328990729,1043961.250823851
10799820,207562,3,LNG,94.35956865946407,38.51229925419444,8.977660416666659,141.84952833032517,419.54619193805644,94300.56604810913,33563.69535504452,923415.1499999999,1051279.4114031536,0.0,0.0,1051279.4114031536
10807740,179842,4,LNG,152.71197066237346,27.577222689499997,6.610903749999995,186.90009710187346,535.8492691033667,128930.44786347533,42867.94152826934,923415.1499999999,1095213.5393917446,-0.02,-21904.270787834892,1073309.2686039098
10815660,177720,4,LNG,95.26595189569792,44.694001164999996,10.177653666666659,150.13760672736458,457.59647693216107,99050.74096196066,36607.71815457288,923415.1499999999,1059073.6091165335,-0.02,-21181.47218233067,1037892.1369342029
10823580,39538,3,LNG,59.858948289017015,20.70148084466666,5.173135416666662,85.73356455035034,250.58145952968766,57461.44225475838,20046.516762375013,359105.89166666666,436613.85068380006,0.0,0.0,436613.85068380006
10831500,208947,4,LNG,100.8951757506,28.577484093888884,6.678379166666662,136.15103901115555,397.00792245035484,92215.05623636639,31760.633796028385,923415.1499999999,1047390.8400323947,-0.02,-20947.816800647895,1026443.0232317469
10839410,208970,3,LNG,129.771885653025,29.265421502777773,6.83914583333333,165.8764529891361,478.43170944002463,113477.40299845328,38274.536755201974,923415.1499999999,1075167.0897536553,0.0,0.0,1075167.0897536553
10847330,208808,5,LNG,119.15266218856002,27.21322877176944,6.365347916666663,152.73123887699612,440.5602855528727,104429.38469551409,35244.82284422981,923415.1499999999,1063089.3575397439,-0.05,-53154.4678769872,1009934.8896627567
10855250,211474,4,LNG,152.10199615881018,26.85170626666666,6.441013333333329,185.39471575881018,531.0853941947158,127994.22588430333,42486.831535577265,923415.1499999999,1093896.2074198804,-0.02,-21877.924148397607,1072018.283271483
